年,月,排名,隸屬區,里,鄰數,戶數,男,女,合計
115,3,972,石碇區,烏塗里,10,298,317,227,544
115,3,973,平溪區,嶺腳里,10,277,311,229,540
115,3,974,三芝區,店子里,14,239,305,223,528
115,3,975,石門區,茂林里,11,216,272,240,512
115,3,976,金山區,豐漁里,9,166,262,227,489
115,3,977,三芝區,圓山里,12,203,274,211,485
115,3,978,金山區,萬壽里,8,182,226,240,466
115,3,979,三芝區,橫山里,19,217,266,196,462
115,3,980,三峽區,金圳里,12,211,277,171,448
115,3,981,金山區,和平里,8,200,221,216,437
115,3,982,貢寮區,吉林里,19,240,263,174,437
115,3,983,雙溪區,雙溪里,19,218,218,215,433
115,3,984,瑞芳區,濂洞里,20,236,206,223,429
115,3,985,淡水區,新生里,13,263,184,243,427
115,3,986,坪林區,石𥕢里,9,189,212,194,406
115,3,987,平溪區,石底里,10,208,217,189,406
115,3,988,瑞芳區,基山里,15,200,217,187,404
115,3,989,瑞芳區,猴硐里,12,185,228,172,400
115,3,990,石碇區,豐田里,7,209,221,178,399
115,3,991,瑞芳區,永慶里,13,219,213,179,392
115,3,992,金山區,兩湖里,7,142,213,178,391
115,3,993,萬里區,崁脚里,14,161,192,189,381
115,3,994,平溪區,東勢里,10,229,230,150,380
115,3,995,石碇區,石碇里,9,163,209,167,376
115,3,996,貢寮區,龍崗里,12,173,206,162,368
115,3,997,雙溪區,外柑里,17,208,216,143,359
115,3,998,雙溪區,長源里,20,174,193,144,337
115,3,999,平溪區,薯榔里,10,184,188,144,332
115,3,1000,雙溪區,三貂里,20,145,185,138,323
115,3,1001,瑞芳區,新山里,11,164,169,151,320
115,3,1002,汐止區,信望里,14,163,160,155,315
115,3,1003,雙溪區,三港里,17,172,188,125,313
115,3,1004,石碇區,彭山里,6,155,173,139,312
115,3,1005,雙溪區,共和里,13,165,167,144,311
115,3,1006,三芝區,八賢里,10,138,168,140,308
115,3,1007,石碇區,豐林里,5,126,168,139,307
115,3,1008,中和區,橫路里,7,118,158,148,306
115,3,1009,瑞芳區,頌德里,10,167,160,141,301
115,3,1010,三峽區,三峽里,10,123,160,131,291
115,3,1011,瑞芳區,弓橋里,8,130,160,131,291
115,3,1012,平溪區,南山里,9,176,178,113,291
115,3,1013,瑞芳區,石山里,13,161,157,127,284
115,3,1014,瑞芳區,崇文里,10,155,145,125,270
115,3,1015,瑞芳區,濂新里,10,125,132,138,270
115,3,1016,鶯歌區,東湖里,10,128,143,124,267
115,3,1017,石碇區,光明里,5,141,152,113,265
115,3,1018,瑞芳區,南雅里,9,92,127,126,253
115,3,1019,平溪區,菁桐里,11,117,130,113,243
115,3,1020,石門區,乾華里,7,138,141,101,242
115,3,1021,平溪區,平溪里,10,112,128,109,237
115,3,1022,瑞芳區,光復里,14,125,130,105,235
115,3,1023,烏來區,孝義里,6,44,121,111,232
115,3,1024,平溪區,白石里,13,107,126,103,229
115,3,1025,瑞芳區,瓜山里,11,102,85,86,171
115,3,1026,瑞芳區,銅山里,12,100,95,71,166
115,3,1027,金山區,西湖里,7,51,91,69,160
115,3,1028,瑞芳區,福住里,8,82,83,68,151
115,3,1029,瑞芳區,碩仁里,10,82,87,64,151
115,3,1030,平溪區,新寮里,9,84,93,50,143
115,3,1031,平溪區,望古里,8,95,83,57,140
115,3,1032,平溪區,平湖里,10,79,69,64,133
總計,,,,,22381,1795059,1959858,2082555,4042413
