起站,迄站,乘車時間,轉運站
R23,BL17,37,"BL12"
R23,BL18,39,"BL12"
R23,BL19,41,"BL12"
R23,BL20,42,"BL12"
R23,BL21,45,"BL12"
R23,BL22,47,"BL12"
R23,R02,41,""
R23,R03,39,""
R23,R04,37,""
R23,R06,33,""
R23,G13,28,"G14"
R23,G17,32,"G14"
R23,G18,34,"G14"
R23,G19,37,"G14"
R23,O19,40,"O11"
R23,O18,38,"O11"
R23,O17,36,"O11"
R23,Y18,36,"O11"
R23,O16,33,"O11"
R23,O15,31,"O11"
R23,O14,29,"O11"
R23,O13,27,"O11"
R23,O12,24,"O11"
R23,O10,24,"O11"
R23,O09,26,"O11"
R23,G15,28,"G14"
R23,O08,28,"G14"
R23,R07,32,""
R23,O06,32,""
R23,O54,35,"O11"
R23,O53,33,"O11"
R23,O52,31,"O11"
R23,O51,29,"O11"
R23,O50,27,"O11"
R23,O21,46,"O11"
R23,O20,43,"O11"
R23,Y08,47,"G10,Y07"
R23,Y09,50,"G10,Y07"
R23,Y10,52,"O06,Y11"
R23,Y12,54,"O06,Y11"
R23,Y13,56,"O06,Y11"
R23,Y14,53,"O11,Y18"
R23,Y15,51,"O11,Y18"
R23,Y16,48,"O11,Y18"
R23,Y17,44,"O11,Y18"
R23,Y19,43,"O11,Y18"
R23,Y20,46,"O11,Y18"
R24,R25,2,""
R24,R26,5,""
R24,R27,7,""
R24,R28,11,""
R24,BL01,57,"BL12"
R24,BL02,54,"BL12"
R24,BL03,52,"BL12"
R24,BL04,50,"BL12"
R24,BL05,47,"BL12"
R24,BL06,45,"BL12"
R24,BL07,43,"BL12"
R24,BL08,41,"BL12"
R24,BL09,39,"BL12"
R24,BL10,35,"BL12"
R24,G12,32,"G14"
R24,BL11,32,"G14"
R24,BL13,32,"BL12"
R24,O07,33,"O11"
R24,BL14,33,"O11"
R24,BL16,38,"BL12"
R24,BL17,39,"BL12"
R24,BL18,41,"BL12"
R24,BL19,43,"BL12"
R24,BL20,45,"BL12"
R24,BL21,47,"BL12"
R24,BL22,49,"BL12"
R24,R02,44,""
R24,R03,42,""
R24,R04,40,""
R24,R06,36,""
R24,G13,30,"G14"
R24,G17,34,"G14"
R24,G18,36,"G14"
R24,G19,39,"G14"
R24,O19,42,"O11"
R24,O18,40,"O11"
R24,O17,38,"O11"
R24,Y18,38,"O11"
R24,O16,36,"O11"
R24,O15,33,"O11"
R24,O14,31,"O11"
R24,O13,29,"O11"
R24,O12,26,"O11"
R24,O10,26,"O11"
R24,O09,29,"O11"
R24,G15,30,"G14"
R24,O08,30,"G14"
R24,R07,34,""
R24,O06,34,""
R24,O54,38,"O11"
R24,O53,35,"O11"
R24,O52,33,"O11"
R24,O51,32,"O11"
R24,O50,29,"O11"
R24,O21,48,"O11"
R24,O20,45,"O11"
R24,Y08,50,"G10,Y07"
R24,Y09,52,"G10,Y07"
R24,Y10,55,"O06,Y11"
R24,Y12,57,"O06,Y11"
R24,Y13,59,"O06,Y11"
R24,Y14,55,"O11,Y18"
R24,Y15,53,"O11,Y18"
R24,Y16,50,"O11,Y18"
R24,Y17,46,"O11,Y18"
R24,Y19,45,"O11,Y18"
R24,Y20,48,"O11,Y18"
R25,R26,3,""
R25,R27,6,""
R25,R28,9,""
R25,BL01,59,"BL12"
R25,BL02,55,"BL12"
R25,BL03,53,"BL12"
R25,BL04,51,"BL12"
R25,BL05,48,"BL12"
R25,BL06,46,"BL12"
R25,BL07,45,"BL12"
R25,BL08,42,"BL12"
R25,BL09,41,"BL12"
R25,BL10,37,"BL12"
R25,G12,34,"G14"
R25,BL11,34,"G14"
R25,BL13,34,"BL12"
R25,O07,34,"O11"
R25,BL14,34,"O11"
R25,BL16,39,"BL12"
R25,BL17,41,"BL12"
R25,BL18,43,"BL12"
R25,BL19,45,"BL12"
R25,BL20,46,"BL12"
R25,BL21,49,"BL12"
R25,BL22,51,"BL12"
R25,R02,45,""
R25,R03,43,""
R25,R04,41,""
R25,R06,38,""
R25,G13,32,"G14"
R25,G17,36,"G14"
R25,G18,38,"G14"
R25,G19,41,"G14"
R25,O19,44,"O11"
R25,O18,42,"O11"
R25,O17,40,"O11"
R25,Y18,40,"O11"
R25,O16,37,"O11"
R25,O15,35,"O11"
R25,O14,33,"O11"
R25,O13,31,"O11"
R25,O12,28,"O11"
R25,O10,28,"O11"
R25,O09,30,"O11"
R25,G15,32,"G14"
R25,O08,32,"G14"
R25,R07,36,""
R25,O06,36,""
R25,O54,39,"O11"
R25,O53,37,"O11"
R25,O52,35,"O11"
R25,O51,33,"O11"
R25,O50,31,"O11"
R25,O21,50,"O11"
R25,O20,47,"O11"
R25,Y08,51,"G10,Y07"
R25,Y09,54,"G10,Y07"
R25,Y10,56,"O06,Y11"
R25,Y12,58,"O06,Y11"
R25,Y13,60,"O06,Y11"
R25,Y14,57,"O11,Y18"
R25,Y15,55,"O11,Y18"
R25,Y16,52,"O11,Y18"
R25,Y17,48,"O11,Y18"
R25,Y19,47,"O11,Y18"
R25,Y20,50,"O11,Y18"
R26,R27,3,""
R26,R28,6,""
R26,BL01,62,"BL12"
R26,BL02,58,"BL12"
R26,BL03,56,"BL12"
R26,BL04,54,"BL12"
R26,BL05,51,"BL12"
R26,BL06,49,"BL12"
R26,BL07,48,"BL12"
R26,BL08,45,"BL12"
R26,BL09,44,"BL12"
R26,BL10,40,"BL12"
R26,G12,37,"G14"
R26,BL11,37,"G14"
R26,BL13,37,"BL12"
R26,O07,37,"O11"
R26,BL14,37,"O11"
R26,BL16,42,"BL12"
R26,BL17,44,"BL12"
R26,BL18,46,"BL12"
R26,BL19,48,"BL12"
R26,BL20,49,"BL12"
R26,BL21,52,"BL12"
R26,BL22,54,"BL12"
R26,R02,48,""
R26,R03,46,""
R26,R04,44,""
R26,R06,40,""
R26,G13,35,"G14"
R26,G17,39,"G14"
R26,G18,41,"G14"
R26,G19,44,"G14"
R26,O19,47,"O11"
R26,O18,44,"O11"
R26,O17,42,"O11"
R26,Y18,42,"O11"
R26,O16,40,"O11"
R26,O15,37,"O11"
R26,O14,36,"O11"
R26,O13,34,"O11"
R26,O12,31,"O11"
R26,O10,31,"O11"
R26,O09,33,"O11"
R26,G15,35,"G14"
R26,O08,35,"G14"
R26,R07,39,""
R26,O06,39,""
R26,O54,42,"O11"
R26,O53,40,"O11"
R26,O52,38,"O11"
R26,O51,36,"O11"
R26,O50,34,"O11"
R26,O21,53,"O11"
R26,O20,49,"O11"
R26,Y08,54,"G10,Y07"
R26,Y09,57,"G10,Y07"
R26,Y10,59,"O06,Y11"
R26,Y12,61,"O06,Y11"
R26,Y13,63,"O06,Y11"
R26,Y14,60,"O11,Y18"
R26,Y15,58,"O11,Y18"
R26,Y16,54,"O11,Y18"
R26,Y17,51,"O11,Y18"
R26,Y19,50,"O11,Y18"
R26,Y20,53,"O11,Y18"
R27,R28,3,""
R27,BL01,65,"BL12"
R27,BL02,61,"BL12"
R27,BL03,59,"BL12"
R27,BL04,57,"BL12"
R27,BL05,54,"BL12"
R27,BL06,52,"BL12"
R27,BL07,50,"BL12"
R27,BL08,48,"BL12"
R27,BL09,46,"BL12"
R27,BL10,43,"BL12"
R27,G12,39,"G14"
R27,BL11,39,"G14"
R27,BL13,39,"BL12"
R27,O07,40,"O11"
R27,BL14,40,"O11"
R27,BL16,45,"BL12"
R27,BL17,47,"BL12"
R27,BL18,48,"BL12"
R27,BL19,50,"BL12"
R27,BL20,52,"BL12"
R27,BL21,54,"BL12"
R27,BL22,57,"BL12"
R27,R02,51,""
R27,R03,49,""
R27,R04,47,""
R27,R06,43,""
R27,G13,38,"G14"
R27,G17,41,"G14"
R27,G18,44,"G14"
R27,G19,46,"G14"
R27,O19,50,"O11"
R27,O18,47,"O11"
R27,O17,45,"O11"
R27,Y18,45,"O11"
R27,O16,43,"O11"
R27,O15,40,"O11"
R27,O14,38,"O11"
R27,O13,36,"O11"
R27,O12,34,"O11"
R27,O10,34,"O11"
R27,O09,36,"O11"
R27,G15,37,"G14"
R27,O08,37,"G14"
R27,R07,41,""
R27,O06,41,""
R27,O54,45,"O11"
R27,O53,43,"O11"
R27,O52,41,"O11"
R27,O51,39,"O11"
R27,O50,37,"O11"
R27,O21,55,"O11"
R27,O20,52,"O11"
R27,Y08,57,"G10,Y07"
R27,Y09,59,"G10,Y07"
R27,Y10,62,"O06,Y11"
R27,Y12,64,"O06,Y11"
R27,Y13,66,"O06,Y11"
R27,Y14,63,"O11,Y18"
R27,Y15,60,"O11,Y18"
R27,Y16,57,"O11,Y18"
R27,Y17,54,"O11,Y18"
R27,Y19,53,"O11,Y18"
R27,Y20,55,"O11,Y18"
R28,BL01,68,"BL12"
R28,BL02,64,"BL12"
R28,BL03,62,"BL12"
R28,BL04,60,"BL12"
R28,BL05,57,"BL12"
R28,BL06,55,"BL12"
R28,BL07,54,"BL12"
R28,BL08,51,"BL12"
R28,BL09,50,"BL12"
R28,BL10,46,"BL12"
R28,G12,43,"G14"
R28,BL11,43,"G14"
R28,BL13,43,"BL12"
R28,O07,43,"O11"
R28,BL14,43,"O11"
R28,BL16,48,"BL12"
R28,BL17,50,"BL12"
R28,BL18,52,"BL12"
R28,BL19,54,"BL12"
R28,BL20,55,"BL12"
R28,BL21,58,"BL12"
R28,BL22,60,"BL12"
R28,R02,54,""
R28,R03,52,""
R28,R04,50,""
R28,R06,46,""
R28,G13,41,"G14"
R28,G17,45,"G14"
R28,G18,47,"G14"
R28,G19,50,"G14"
R28,O19,53,"O11"
R28,O18,50,"O11"
R28,O17,48,"O11"
R28,Y18,48,"O11"
R28,O16,46,"O11"
R28,O15,43,"O11"
R28,O14,42,"O11"
R28,O13,40,"O11"
R28,O12,37,"O11"
R28,O10,37,"O11"
R28,O09,39,"O11"
R28,G15,41,"G14"
R28,O08,41,"G14"
R28,R07,45,""
R28,O06,45,""
R28,O54,48,"O11"
R28,O53,46,"O11"
R28,O52,44,"O11"
R28,O51,42,"O11"
R28,O50,40,"O11"
R28,O21,59,"O11"
R28,O20,55,"O11"
R28,Y08,60,"G10,Y07"
R28,Y09,63,"G10,Y07"
R28,Y10,65,"O06,Y11"
R28,Y12,67,"O06,Y11"
R28,Y13,69,"O06,Y11"
R28,Y14,66,"O11,Y18"
R28,Y15,64,"O11,Y18"
R28,Y16,60,"O11,Y18"
R28,Y17,57,"O11,Y18"
R28,Y19,56,"O11,Y18"
R28,Y20,59,"O11,Y18"
BL01,BL02,3,""
BL01,BL03,6,""
BL01,BL04,8,""
BL01,BL05,11,""
BL01,BL06,13,""
BL01,BL07,14,""
BL01,BL08,17,""
BL01,BL09,18,""
BL01,BL10,22,""
BL01,G12,24,""
BL01,BL11,24,""
BL01,BL13,29,""
BL01,O07,30,""
BL01,BL14,30,""
BL01,BL16,34,""
BL01,BL17,36,""
BL01,BL18,38,""
BL01,BL19,40,""
BL01,BL20,41,""
BL01,BL21,44,""
BL01,BL22,46,""
BL01,R02,47,"R10"
BL01,R03,45,"R10"
BL01,R04,43,"R10"
BL01,R06,39,"R10"
BL01,G13,28,"G12"
BL01,G17,36,"G12"
BL01,G18,39,"G12"
BL01,G19,41,"G12"
BL01,O19,38,"Y17,O17"
BL01,O18,35,"Y17,O17"
BL01,O17,28,"Y17"
BL01,Y18,28,"Y17"
BL01,O16,36,"Y17,O17"
BL01,O15,38,"Y17,O17"
BL01,O14,40,"Y17,O17"
BL01,O13,44,"O07"
BL01,O12,41,"O07"
BL01,O10,38,"O07"
BL01,O09,36,"O07"
BL01,G15,32,"G12"
BL01,O08,32,"G12"
BL01,R07,35,"O07"
BL01,O06,35,"O07"
BL01,O54,53,"O07"
BL01,O53,50,"O07"
BL01,O52,48,"O07"
BL01,O51,47,"O07"
BL01,O50,44,"O07"
BL01,O21,44,"Y17,O17"
BL01,O20,40,"Y17,O17"
BL01,Y08,43,"Y16"
BL01,Y09,41,"Y16"
BL01,Y10,39,"Y16"
BL01,Y12,34,"Y16"
BL01,Y13,32,"Y16"
BL01,Y14,30,"Y16"
BL01,Y15,28,"Y16"
BL01,Y16,25,""
BL01,Y17,26,""
BL01,Y19,30,"Y17"
BL01,Y20,33,"Y17"
BL02,BL03,2,""
BL02,BL04,4,""
BL02,BL05,7,""
BL02,BL06,9,""
BL02,BL07,11,""
BL02,BL08,13,""
BL02,BL09,15,""
BL02,BL10,18,""
BL02,G12,21,""
BL02,BL11,21,""
BL02,BL13,25,""
BL02,O07,27,""
BL02,BL14,27,""
BL02,BL16,31,""
BL02,BL17,32,""
BL02,BL18,34,""
BL02,BL19,36,""
BL02,BL20,38,""
BL02,BL21,40,""
BL02,BL22,42,""
BL02,R02,43,"R10"
BL02,R03,41,"R10"
BL02,R04,39,"R10"
BL02,R06,36,"R10"
BL02,G13,24,"G12"
BL02,G17,33,"G12"
BL02,G18,35,"G12"
BL02,G19,38,"G12"
BL02,O19,35,"Y17,O17"
BL02,O18,32,"Y17,O17"
BL02,O17,24,"Y17"
BL02,Y18,24,"Y17"
BL02,O16,32,"Y17,O17"
BL02,O15,35,"Y17,O17"
BL02,O14,37,"Y17,O17"
BL02,O13,41,"O07"
BL02,O12,38,"O07"
BL02,O10,35,"O07"
BL02,O09,32,"O07"
BL02,G15,29,"G12"
BL02,O08,29,"G12"
BL02,R07,31,"O07"
BL02,O06,31,"O07"
BL02,O54,49,"O07"
BL02,O53,47,"O07"
BL02,O52,45,"O07"
BL02,O51,43,"O07"
BL02,O50,41,"O07"
BL02,O21,40,"Y17,O17"
BL02,O20,37,"Y17,O17"
BL02,Y08,40,"Y16"
BL02,Y09,38,"Y16"
BL02,Y10,36,"Y16"
BL02,Y12,30,"Y16"
BL02,Y13,28,"Y16"
BL02,Y14,27,"Y16"
BL02,Y15,24,"Y16"
BL02,Y16,22,""
BL02,Y17,22,""
BL02,Y19,27,"Y17"
BL02,Y20,29,"Y17"
BL03,BL04,2,""
BL03,BL05,5,""
BL03,BL06,7,""
BL03,BL07,9,""
BL03,BL08,11,""
BL03,BL09,13,""
BL03,BL10,16,""
BL03,G12,19,""
BL03,BL11,19,""
BL03,BL13,23,""
BL03,O07,25,""
BL03,BL14,25,""
BL03,BL16,29,""
BL03,BL17,30,""
BL03,BL18,32,""
BL03,BL19,34,""
BL03,BL20,36,""
BL03,BL21,38,""
BL03,BL22,40,""
BL03,R02,41,"R10"
BL03,R03,39,"R10"
BL03,R04,37,"R10"
BL03,R06,34,"R10"
BL03,G13,22,"G12"
BL03,G17,31,"G12"
BL03,G18,33,"G12"
BL03,G19,36,"G12"
BL03,O19,33,"Y17,O17"
BL03,O18,30,"Y17,O17"
BL03,O17,22,"Y17"
BL03,Y18,22,"Y17"
BL03,O16,30,"Y17,O17"
BL03,O15,33,"Y17,O17"
BL03,O14,35,"Y17,O17"
BL03,O13,39,"O07"
BL03,O12,36,"O07"
BL03,O10,33,"O07"
BL03,O09,30,"O07"
BL03,G15,27,"G12"
BL03,O08,27,"G12"
BL03,R07,29,"O07"
BL03,O06,29,"O07"
BL03,O54,47,"O07"
BL03,O53,45,"O07"
BL03,O52,43,"O07"
BL03,O51,41,"O07"
BL03,O50,39,"O07"
BL03,O21,38,"Y17,O17"
BL03,O20,35,"Y17,O17"
BL03,Y08,38,"Y16"
BL03,Y09,36,"Y16"
BL03,Y10,34,"Y16"
BL03,Y12,28,"Y16"
BL03,Y13,26,"Y16"
BL03,Y14,25,"Y16"
BL03,Y15,22,"Y16"
BL03,Y16,20,""
BL03,Y17,20,""
BL03,Y19,25,"Y17"
BL03,Y20,27,"Y17"
BL04,BL05,3,""
BL04,BL06,5,""
BL04,BL07,7,""
BL04,BL08,9,""
BL04,BL09,11,""
BL04,BL10,14,""
BL04,G12,17,""
BL04,BL11,17,""
BL04,BL13,21,""
BL04,O07,23,""
BL04,BL14,23,""
BL04,BL16,27,""
BL04,BL17,28,""
BL04,BL18,30,""
BL04,BL19,32,""
BL04,BL20,34,""
BL04,BL21,36,""
BL04,BL22,38,""
BL04,R02,39,"R10"
BL04,R03,37,"R10"
BL04,R04,35,"R10"
BL04,R06,31,"R10"
BL04,G13,20,"G12"
BL04,G17,29,"G12"
BL04,G18,31,"G12"
BL04,G19,34,"G12"
BL04,O19,30,"Y17,O17"
BL04,O18,28,"Y17,O17"
BL04,O17,20,"Y17"
BL04,Y18,20,"Y17"
BL04,O16,28,"Y17,O17"
BL04,O15,31,"Y17,O17"
BL04,O14,33,"Y17,O17"
BL04,O13,36,"O07"
BL04,O12,34,"O07"
BL04,O10,30,"O07"
BL04,O09,28,"O07"
BL04,G15,25,"G12"
BL04,O08,25,"G12"
BL04,R07,27,"O07"
BL04,O06,27,"O07"
BL04,O54,45,"O07"
BL04,O53,43,"O07"
BL04,O52,41,"O07"
BL04,O51,39,"O07"
BL04,O50,37,"O07"
BL04,O21,36,"Y17,O17"
BL04,O20,33,"Y17,O17"
BL04,Y08,36,"Y16"
BL04,Y09,34,"Y16"
BL04,Y10,32,"Y16"
BL04,Y12,26,"Y16"
BL04,Y13,24,"Y16"
BL04,Y14,22,"Y16"
BL04,Y15,20,"Y16"
BL04,Y16,18,""
BL04,Y17,18,""
BL04,Y19,22,"Y17"
BL04,Y20,25,"Y17"
BL05,BL06,2,""
BL05,BL07,4,""
BL05,BL08,6,""
BL05,BL09,8,""
BL05,BL10,11,""
BL05,G12,14,""
BL05,BL11,14,""
BL05,BL13,18,""
BL05,O07,20,""
BL05,BL14,20,""
BL05,BL16,24,""
BL05,BL17,25,""
BL05,BL18,27,""
BL05,BL19,29,""
BL05,BL20,31,""
BL05,BL21,33,""
BL05,BL22,35,""
BL05,R02,36,"R10"
BL05,R03,34,"R10"
BL05,R04,32,"R10"
BL05,R06,29,"R10"
BL05,G13,17,"G12"
BL05,G17,26,"G12"
BL05,G18,28,"G12"
BL05,G19,31,"G12"
BL05,O19,28,"Y17,O17"
BL05,O18,25,"Y17,O17"
BL05,O17,17,"Y17"
BL05,Y18,17,"Y17"
BL05,O16,25,"Y17,O17"
BL05,O15,28,"Y17,O17"
BL05,O14,30,"Y17,O17"
BL05,O13,34,"O07"
BL05,O12,31,"O07"
BL05,O10,28,"O07"
BL05,O09,25,"O07"
BL05,G15,22,"G12"
BL05,O08,22,"G12"
BL05,R07,24,"O07"
BL05,O06,24,"O07"
BL05,O54,42,"O07"
BL05,O53,40,"O07"
BL05,O52,38,"O07"
BL05,O51,36,"O07"
BL05,O50,34,"O07"
BL05,O21,33,"Y17,O17"
BL05,O20,30,"Y17,O17"
BL05,Y08,33,"Y16"
BL05,Y09,31,"Y16"
BL05,Y10,29,"Y16"
BL05,Y12,23,"Y16"
BL05,Y13,21,"Y16"
BL05,Y14,20,"Y16"
BL05,Y15,17,"Y16"
BL05,Y16,15,""
BL05,Y17,15,""
BL05,Y19,20,"Y17"
BL05,Y20,22,"Y17"
BL06,BL07,2,""
BL06,BL08,4,""
BL06,BL09,6,""
BL06,BL10,9,""
BL06,G12,12,""
BL06,BL11,12,""
BL06,BL13,16,""
BL06,O07,18,""
BL06,BL14,18,""
BL06,BL16,22,""
BL06,BL17,23,""
BL06,BL18,25,""
BL06,BL19,27,""
BL06,BL20,29,""
BL06,BL21,31,""
BL06,BL22,33,""
BL06,R02,34,"R10"
BL06,R03,32,"R10"
BL06,R04,30,"R10"
BL06,R06,26,"R10"
BL06,G13,15,"G12"
BL06,G17,24,"G12"
BL06,G18,26,"G12"
BL06,G19,29,"G12"
BL06,O19,26,"Y17,O17"
BL06,O18,23,"Y17,O17"
BL06,O17,15,"Y17"
BL06,Y18,15,"Y17"
BL06,O16,23,"Y17,O17"
BL06,O15,26,"Y17,O17"
BL06,O14,28,"Y17,O17"
BL06,O13,31,"O07"
BL06,O12,29,"O07"
BL06,O10,25,"O07"
BL06,O09,23,"O07"
BL06,G15,20,"G12"
BL06,O08,20,"G12"
BL06,R07,22,"O07"
BL06,O06,22,"O07"
BL06,O54,40,"O07"
BL06,O53,38,"O07"
BL06,O52,36,"O07"
BL06,O51,34,"O07"
BL06,O50,32,"O07"
BL06,O21,31,"Y17,O17"
BL06,O20,28,"Y17,O17"
BL06,Y08,31,"Y16"
BL06,Y09,29,"Y16"
BL06,Y10,27,"Y16"
BL06,Y12,21,"Y16"
BL06,Y13,19,"Y16"
BL06,Y14,17,"Y16"
BL06,Y15,15,"Y16"
BL06,Y16,13,""
BL06,Y17,13,""
BL06,Y19,17,"Y17"
BL06,Y20,20,"Y17"
BL07,BL08,2,""
BL07,BL09,4,""
BL07,BL10,8,""
BL07,G12,10,""
BL07,BL11,10,""
BL07,BL13,14,""
BL07,O07,16,""
BL07,BL14,16,""
BL07,BL16,20,""
BL07,BL17,22,""
BL07,BL18,23,""
BL07,BL19,25,""
BL07,BL20,27,""
BL07,BL21,29,""
BL07,BL22,32,""
BL07,R02,33,"R10"
BL07,R03,31,"R10"
BL07,R04,29,"R10"
BL07,R06,25,"R10"
BL07,G13,13,"G12"
BL07,G17,22,"G12"
BL07,G18,24,"G12"
BL07,G19,27,"G12"
BL07,O19,28,"Y16,O17"
BL07,O18,25,"Y16,O17"
BL07,O17,17,"Y16"
BL07,Y18,17,"Y16"
BL07,O16,25,"Y16,O17"
BL07,O15,28,"Y16,O17"
BL07,O14,30,"Y16,O17"
BL07,O13,32,"Y16,O17"
BL07,O12,27,"O07"
BL07,O10,24,"O07"
BL07,O09,22,"O07"
BL07,G15,18,"G12"
BL07,O08,18,"G12"
BL07,R07,20,"O07"
BL07,O06,20,"O07"
BL07,O54,38,"O07"
BL07,O53,36,"O07"
BL07,O52,34,"O07"
BL07,O51,32,"O07"
BL07,O50,30,"O07"
BL07,O21,33,"Y16,O17"
BL07,O20,30,"Y16,O17"
BL07,Y08,30,"Y16"
BL07,Y09,27,"Y16"
BL07,Y10,26,"Y16"
BL07,Y12,20,"Y16"
BL07,Y13,18,"Y16"
BL07,Y14,16,"Y16"
BL07,Y15,14,"Y16"
BL07,Y16,11,""
BL07,Y17,11,""
BL07,Y19,20,"Y16"
BL07,Y20,22,"Y16"
BL08,BL09,2,""
BL08,BL10,5,""
BL08,G12,8,""
BL08,BL11,8,""
BL08,BL13,12,""
BL08,O07,14,""
BL08,BL14,14,""
BL08,BL16,18,""
BL08,BL17,19,""
BL08,BL18,21,""
BL08,BL19,23,""
BL08,BL20,25,""
BL08,BL21,27,""
BL08,BL22,29,""
BL08,R02,30,"R10"
BL08,R03,28,"R10"
BL08,R04,26,"R10"
BL08,R06,23,"R10"
BL08,G13,11,"G12"
BL08,G17,20,"G12"
BL08,G18,22,"G12"
BL08,G19,25,"G12"
BL08,O19,22,"Y17,O17"
BL08,O18,19,"Y17,O17"
BL08,O17,12,"Y17"
BL08,Y18,12,"Y17"
BL08,O16,20,"Y17,O17"
BL08,O15,22,"Y17,O17"
BL08,O14,24,"Y17,O17"
BL08,O13,26,"Y17,O17"
BL08,O12,25,"O07"
BL08,O10,22,"O07"
BL08,O09,19,"O07"
BL08,G15,16,"G12"
BL08,O08,16,"G12"
BL08,R07,18,"O07"
BL08,O06,18,"O07"
BL08,O54,36,"O07"
BL08,O53,34,"O07"
BL08,O52,32,"O07"
BL08,O51,30,"O07"
BL08,O50,28,"O07"
BL08,O21,28,"Y17,O17"
BL08,O20,24,"Y17,O17"
BL08,Y08,32,"Y17"
BL08,Y09,29,"Y17"
BL08,Y10,28,"Y17"
BL08,Y12,22,"Y17"
BL08,Y13,20,"Y17"
BL08,Y14,18,"Y17"
BL08,Y15,16,"Y17"
BL08,Y16,13,""
BL08,Y17,9,""
BL08,Y19,14,"Y17"
BL08,Y20,17,"Y17"
BL09,BL10,4,""
BL09,G12,6,""
BL09,BL11,6,""
BL09,BL13,10,""
BL09,O07,12,""
BL09,BL14,12,""
BL09,BL16,16,""
BL09,BL17,18,""
BL09,BL18,19,""
BL09,BL19,21,""
BL09,BL20,23,""
BL09,BL21,25,""
BL09,BL22,28,""
BL09,R02,29,"R10"
BL09,R03,27,"R10"
BL09,R04,25,"R10"
BL09,R06,21,"R10"
BL09,G13,9,"G12"
BL09,G17,18,"G12"
BL09,G18,20,"G12"
BL09,G19,23,"G12"
BL09,O19,23,"Y17,O17"
BL09,O18,21,"Y17,O17"
BL09,O17,13,"Y17"
BL09,Y18,13,"Y17"
BL09,O16,21,"Y17,O17"
BL09,O15,24,"Y17,O17"
BL09,O14,28,"O07"
BL09,O13,26,"O07"
BL09,O12,23,"O07"
BL09,O10,20,"O07"
BL09,O09,18,"O07"
BL09,G15,14,"G12"
BL09,O08,14,"G12"
BL09,R07,16,"O07"
BL09,O06,16,"O07"
BL09,O54,34,"O07"
BL09,O53,32,"O07"
BL09,O52,30,"O07"
BL09,O51,28,"O07"
BL09,O50,26,"O07"
BL09,O21,29,"Y17,O17"
BL09,O20,26,"Y17,O17"
BL09,Y08,33,"Y17"
BL09,Y09,31,"Y17"
BL09,Y10,29,"Y17"
BL09,Y12,23,"Y17"
BL09,Y13,21,"Y17"
BL09,Y14,19,"Y17"
BL09,Y15,17,"Y17"
BL09,Y16,15,""
BL09,Y17,11,""
BL09,Y19,15,"Y17"
BL09,Y20,18,"Y17"
BL10,G12,2,""
BL10,BL11,2,""
BL10,BL13,7,""
BL10,O07,8,""
BL10,BL14,8,""
BL10,BL16,12,""
BL10,BL17,14,""
BL10,BL18,16,""
BL10,BL19,18,""
BL10,BL20,19,""
BL10,BL21,22,""
BL10,BL22,24,""
BL10,R02,25,"R10"
BL10,R03,23,"R10"
BL10,R04,21,"R10"
BL10,R06,17,"R10"
BL10,G13,6,"G12"
BL10,G17,15,"G12"
BL10,G18,17,"G12"
BL10,G19,19,"G12"
BL10,O19,27,"Y17,O17"
BL10,O18,24,"Y17,O17"
BL10,O17,17,"Y17"
BL10,Y18,17,"Y17"
BL10,O16,25,"Y17,O17"
BL10,O15,26,"O07"
BL10,O14,24,"O07"
BL10,O13,22,"O07"
BL10,O12,20,"O07"
BL10,O10,16,"O07"
BL10,O09,14,"O07"
BL10,G15,11,"G12"
BL10,O08,11,"G12"
BL10,R07,13,"O07"
BL10,O06,13,"O07"
BL10,O54,31,"O07"
BL10,O53,28,"O07"
BL10,O52,26,"O07"
BL10,O51,25,"O07"
BL10,O50,22,"O07"
BL10,O21,33,"Y17,O17"
BL10,O20,29,"Y17,O17"
BL10,Y08,25,"G12,Y07"
BL10,Y09,27,"G12,Y07"
BL10,Y10,33,"Y17"
BL10,Y12,27,"Y17"
BL10,Y13,25,"Y17"
BL10,Y14,23,"Y17"
BL10,Y15,21,"Y17"
BL10,Y16,19,""
BL10,Y17,14,""
BL10,Y19,19,"Y17"
BL10,Y20,22,"Y17"
G12,BL13,4,""
BL11,BL13,4,""
G12,O07,6,""
G12,BL14,6,""
BL11,O07,6,""
BL11,BL14,6,""
G12,BL16,10,""
BL11,BL16,10,""
G12,BL17,12,""
BL11,BL17,12,""
G12,BL18,13,""
BL11,BL18,13,""
G12,BL19,15,""
BL11,BL19,15,""
G12,BL20,17,""
BL11,BL20,17,""
G12,BL21,19,""
BL11,BL21,19,""
G12,BL22,21,""
BL11,BL22,21,""
G12,R02,18,"R08"
BL11,R02,18,"R08"
G12,R03,16,"R08"
BL11,R03,16,"R08"
G12,R04,14,"R08"
BL11,R04,14,"R08"
G12,R06,10,"R08"
BL11,R06,10,"R08"
G12,G13,2,""
BL11,G13,2,""
G12,G17,11,""
BL11,G17,11,""
G12,G18,13,""
BL11,G18,13,""
G12,G19,16,""
BL11,G19,16,""
G12,O19,32,"O08"
BL11,O19,32,"O08"
G12,O18,29,"O08"
BL11,O18,29,"O08"
G12,O17,19,"Y17"
G12,Y18,19,"Y17"
BL11,O17,19,"Y17"
BL11,Y18,19,"Y17"
G12,O16,25,"O08"
BL11,O16,25,"O08"
G12,O15,22,"O08"
BL11,O15,22,"O08"
